"hyena_ID","sample_ID","date_sampling","module","sub_module","clan","sex","birthdate","age_sampling","age_sampling_cat","litter_size","twin_status","sex_comp","date_reversal1","date_reversal2","type_adoption","genetic_mum_alive","social_rank_genetic_mum","surrogate_mum1_alive","social_rank_surrogate_mum1","surrogate_mum2_alive","social_rank_surrogate_mum2","date_adoption","social_rank_hyena_ID","prey_level","prey_level_imputed","sampling_month","season"
"M769","B4345",2013-10-24,"intest_biomes","twins","M","M",2013-05-14,163,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.24,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"I692","B4420",2013-11-01,"intest_biomes","social_dyn_twins","I","F",2013-08-20,73,"sampled_as_juvenile","twin","twin_dom","FF",2013-11-12,NA,"no_adoption","mum_alive",0.6,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I691","B4360",2013-11-06,"intest_biomes","twins","I","F",2013-08-14,84,"sampled_as_juvenile","twin","twin_sub","FF",2013-11-13,NA,"no_adoption","mum_alive",-0.56,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I688","B4372",2013-11-08,"intest_biomes","twins","I","M",2013-07-17,114,"sampled_as_juvenile","twin","twin_dom","mixed",2013-10-19,NA,"no_adoption","mum_alive",-0.16,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I687","B4368",2013-11-08,"intest_biomes","twins","I","F",2013-07-17,114,"sampled_as_juvenile","twin","twin_sub","mixed",2013-10-19,NA,"no_adoption","mum_alive",-0.16,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I617","B4604",2013-11-26,"intest_biomes","social_dyn","I","F",2011-07-08,872,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,2,2,11,"wet"
"I591","B4621",2013-12-01,"intest_biomes","social_dyn","I","F",2010-10-07,1151,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2,2,12,"wet"
"P715","B4940",2014-03-17,"intest_biomes","social_dyn","P","F",2013-09-10,188,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.64,NA,NA,NA,NA,NA,NA,2,2,3,"wet"
"I694","B4988",2014-03-22,"intest_biomes","social_dyn","I","F",2013-09-24,179,"sampled_as_juvenile","twin","twin_sub","FF",2014-03-11,2017-02-20,"no_adoption","mum_alive",-0.17,NA,NA,NA,NA,NA,NA,1,1,3,"wet"
"I712","B5039",2014-06-10,"intest_biomes","twins","I","F",2014-02-09,121,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",-0.8,NA,NA,NA,NA,NA,NA,1,1,6,"dry"
"M784","B5027",2014-06-10,"intest_biomes","social_dyn","M","F",2013-09-25,258,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.71,NA,NA,NA,NA,NA,NA,2,2,6,"dry"
"I711","B5035",2014-06-12,"intest_biomes","twins","I","F",2014-02-09,123,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.8,NA,NA,NA,NA,NA,NA,1,1,6,"dry"
"I707","B5084",2014-07-12,"intest_biomes","twins","I","M",2014-02-05,157,"sampled_as_juvenile","twin","twin_dom","MM",NA,NA,"no_adoption","mum_alive",-0.23,NA,NA,NA,NA,NA,NA,1,1,7,"dry"
"I704","B5080",2014-07-12,"intest_biomes","twins","I","M",2014-02-05,157,"sampled_as_juvenile","twin","twin_sub","MM",NA,NA,"no_adoption","mum_alive",-0.23,NA,NA,NA,NA,NA,NA,1,1,7,"dry"
"I365","B6320",2014-11-07,"intest_biomes","extreme_ranks","I","F",2002-06-14,4529,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,2,2,11,"wet"
"I570","B6318",2014-11-07,"intest_biomes","extreme_ranks","I","F",2010-04-04,1678,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,2,2,11,"wet"
"P589","B6359",2014-11-14,"intest_biomes","social_dyn","P","F",2010-03-27,1693,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2,2,11,"wet"
"M701","B6149",2014-11-24,"intest_biomes","social_dyn","M","F",2011-01-10,1414,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,2,2,11,"wet"
"I567","B6240",2014-11-27,"intest_biomes","social_dyn","I","F",2010-03-01,1732,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,2,2,11,"wet"
"M787","B6255",2014-11-29,"intest_biomes","social_dyn","M","F",2013-10-27,398,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.49,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I723","B6279",2015-01-02,"intest_biomes","social_dyn","I","F",2014-04-12,265,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.59,NA,NA,NA,NA,NA,NA,1,1,1,"wet"
"P750","B6288",2015-01-05,"intest_biomes","social_dyn","P","F",2014-05-28,222,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",-0.89,NA,NA,NA,NA,NA,NA,1,1,1,"wet"
"I705","B6437",2015-01-30,"intest_biomes","social_dyn","I","F",2014-05-01,274,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.38,NA,NA,NA,NA,NA,NA,1,1,1,"wet"
"P755","B6477",2015-02-10,"intest_biomes","adoptions","P","F",2014-11-05,97,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.32,NA,NA,NA,NA,NA,NA,1,1,2,"wet"
"P632","B6492",2015-02-12,"intest_biomes","social_dyn","P","F",2011-02-18,1455,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1,1,2,"wet"
"M813","B6506",2015-02-16,"intest_biomes","twins","M","F",2014-09-29,140,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,2,2,2,"wet"
"M819","B6501",2015-02-16,"intest_biomes","twins","M","F",2014-09-29,140,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,2,2,2,"wet"
"M532","B6728",2015-06-03,"intest_biomes","social_dyn","M","F",2005-08-31,3563,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,1,6,"dry"
"I405","B6739",2015-06-08,"intest_biomes","extreme_ranks","I","F",2005-02-16,3764,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76,1,1,6,"dry"
"P529","B6994",2015-09-01,"intest_biomes","social_dyn","P","F",2007-10-18,2875,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,2,2,9,"dry"
"P774","B7103",2015-10-19,"intest_biomes","twins","P","M",2015-07-06,105,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.76,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"P775","B7118",2015-10-22,"intest_biomes","twins","P","F",2015-07-06,108,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.76,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"M706","B7187",2015-10-29,"intest_biomes","social_dyn","M","F",2011-02-18,1714,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2,2,10,"dry"
"M787","B7214",2015-11-02,"intest_biomes","social_dyn","M","F",2013-10-27,736,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3,3,11,"wet"
"I545","B7255",2015-11-11,"intest_biomes","social_dyn","I","F",2009-10-28,2205,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,3,3,11,"wet"
"I759","B7274",2015-11-13,"intest_biomes","twins","I","M",2015-07-04,132,"sampled_as_juvenile","twin","twin_sub","MM",NA,NA,"no_adoption","mum_alive",0.83,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"I565","B7607",2016-06-16,"intest_biomes","social_dyn","I","F",2010-03-03,2297,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,2,6,"dry"
"P715","B7715",2016-06-29,"intest_biomes","social_dyn","P","F",2013-09-10,1023,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,2,6,"dry"
"I538","B7706",2016-07-06,"intest_biomes","social_dyn","I","F",2009-09-08,2493,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,2,7,"dry"
"I434","B7860",2016-07-27,"intest_biomes","extreme_ranks","I","F",2006-02-21,3809,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,2,2,7,"dry"
"P791","B7901",2016-08-04,"intest_biomes","adoptions","P","F",2016-01-21,196,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.09,NA,NA,NA,NA,NA,NA,2,2,8,"dry"
"P667","B7947",2016-08-17,"intest_biomes","social_dyn_extreme_ranks","P","F",2012-05-05,1565,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,2,2,8,"dry"
"P642","B8097",2016-09-03,"intest_biomes","extreme_ranks","P","F",2011-07-02,1890,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,2,2,9,"dry"
"M565","B8154",2016-09-09,"intest_biomes","extreme_ranks","M","F",2006-10-14,3618,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,9,"dry"
"M784","B8149",2016-09-09,"intest_biomes","social_dyn","M","F",2013-09-25,1080,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,2,2,9,"dry"
"P474","B8175",2016-09-12,"intest_biomes","adoptions","P","F",2006-01-06,3902,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,2,9,"dry"
"P795","B8180",2016-09-12,"intest_biomes","adoptions","P","F",2016-04-09,156,"sampled_as_juvenile","twin","twin_sub","mixed",2016-08-13,NA,"joint_raising","mum_dead",NA,"surrogate_mum1_alive",0.35,"surrogate_mum2_alive",0.26,2016-05-16,NA,2,2,9,"dry"
"P812","B8276",2016-09-20,"intest_biomes","adoptions","P","F",2016-06-11,101,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.76,NA,NA,NA,NA,NA,NA,1,1,9,"dry"
"P816","B8320",2016-10-09,"intest_biomes","adoptions","P","F",2016-08-18,52,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",0.19,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"P815","B8332",2016-10-10,"intest_biomes","twins","P","M",2016-07-22,80,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",1,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"P814","B8366",2016-10-14,"intest_biomes","twins","P","F",2016-07-22,84,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",1,NA,NA,NA,NA,NA,NA,3,3,10,"dry"
"P801","B8390",2016-10-15,"intest_biomes","adoptions","P","M",2016-05-29,139,"sampled_as_juvenile","twin",NA,"mixed",NA,NA,"no_adoption","mum_alive",0.1,NA,NA,NA,NA,NA,NA,2,2,10,"dry"
"P795","B8423",2016-11-09,"intest_biomes","adoptions_twins","P","F",2016-04-09,214,"sampled_as_juvenile","twin","twin_sub","mixed",2016-08-13,NA,"joint_raising","mum_dead",NA,"surrogate_mum1_alive",0.32,"surrogate_mum2_alive",0.27,2016-05-16,NA,2,2,11,"wet"
"P796","B8427",2016-11-09,"intest_biomes","adoptions_twins","P","M",2016-04-09,214,"sampled_as_juvenile","twin","twin_dom","mixed",2016-08-13,NA,"joint_raising","mum_dead",NA,"surrogate_mum1_alive",0.32,NA,NA,2016-05-16,NA,2,2,11,"wet"
"P809","B8459",2016-11-15,"intest_biomes","adoptions","P","M",2016-06-19,149,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.75,NA,NA,NA,NA,NA,NA,1,1,11,"wet"
"P805","B8452",2016-11-15,"intest_biomes","adoptions","P","F",2016-05-29,170,"sampled_as_juvenile","twin",NA,"mixed",NA,NA,"no_adoption","mum_alive",0.15,NA,NA,NA,NA,NA,NA,1,1,11,"wet"
"P823","B8589",2016-11-28,"intest_biomes","twins","P","F",2016-09-02,87,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.69,NA,NA,NA,NA,NA,NA,2,2,11,"wet"
"P824","B8601",2016-11-29,"intest_biomes","twins","P","F",2016-09-02,88,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",0.69,NA,NA,NA,NA,NA,NA,1,1,11,"wet"
"I476","B8634",2016-12-10,"intest_biomes","extreme_ranks","I","F",2007-10-07,3352,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,12,"wet"
"I562","B8661",2016-12-13,"intest_biomes","social_dyn","I","F",2010-02-05,2503,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,1,1,12,"wet"
"P820","B8718",2016-12-19,"intest_biomes","twins","P","F",2016-08-10,131,"sampled_as_juvenile","twin","twin_sub","FF",2017-02-14,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,NA,1,12,"wet"
"P827","B8738",2017-01-02,"intest_biomes","adoptions","P","F",2016-09-05,119,"sampled_as_juvenile","twin","twin_sub",NA,NA,NA,"adoption","mum_dead",NA,"surrogate_mum1_alive",-0.18,NA,NA,NA,NA,NA,1,1,"wet"
"P750","B8742",2017-01-02,"intest_biomes","social_dyn","P","F",2014-05-28,950,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,NA,1,1,"wet"
"P823","B8748",2017-01-03,"intest_biomes","adoptions","P","F",2016-09-02,123,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.69,NA,NA,NA,NA,NA,NA,NA,1,1,"wet"
"P644","B8751",2017-01-03,"intest_biomes","adoptions","P","F",2011-09-10,1942,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,NA,1,1,"wet"
"P474","B8825",2017-01-16,"intest_biomes","adoptions","P","F",2006-01-06,4028,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,2,1,"wet"
"P796","B8833",2017-01-16,"intest_biomes","adoptions","P","M",2016-04-09,282,"sampled_as_juvenile","twin","twin_dom","mixed",2016-08-13,NA,"joint_raising","mum_dead",NA,"surrogate_mum1_alive",0.33,NA,NA,2016-05-16,NA,NA,2,1,"wet"
"P819","B8846",2017-01-20,"intest_biomes","twins","P","F",2016-08-10,163,"sampled_as_juvenile","twin","twin_dom","FF",2017-02-14,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,NA,3,1,"wet"
"P810","B8861",2017-01-31,"intest_biomes","adoptions","P","M",2016-06-11,234,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.74,NA,NA,NA,NA,NA,NA,NA,1,1,"wet"
"I723","B8929",2017-02-19,"intest_biomes","social_dyn_extreme_ranks","I","F",2014-04-12,1044,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,2,2,"wet"
"P820","B8964",2017-02-23,"intest_biomes","twins","P","F",2016-08-10,197,"sampled_as_juvenile","twin","twin_sub","FF",2017-02-14,NA,"no_adoption","mum_alive",-0.68,NA,NA,NA,NA,NA,NA,NA,1,2,"wet"
"I604","B8996",2017-03-01,"intest_biomes","extreme_ranks","I","F",2011-03-04,2189,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,"wet"
"I692","B8988",2017-03-01,"intest_biomes","social_dyn_twins","I","F",2013-08-20,1289,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,2,3,"wet"
"P819","B9023",2017-03-15,"intest_biomes","twins","P","F",2016-08-10,217,"sampled_as_juvenile","twin","twin_dom","FF",2017-02-14,NA,"no_adoption","mum_alive",-0.68,NA,NA,NA,NA,NA,NA,NA,1,3,"wet"
"I824","B9030",2017-03-28,"intest_biomes","twins","I","F",2017-01-13,74,"sampled_as_juvenile","twin","twin_dom","FF",2017-06-25,NA,"no_adoption","mum_alive",0.58,NA,NA,NA,NA,NA,NA,NA,1,3,"wet"
"I823","B9034",2017-05-22,"intest_biomes","twins","I","F",2017-01-13,129,"sampled_as_juvenile","twin","twin_sub","FF",2017-06-25,NA,"no_adoption","mum_alive",0.61,NA,NA,NA,NA,NA,NA,NA,2,5,"dry"
"I815","B9123",2017-07-05,"intest_biomes","twins","I","F",2017-01-09,177,"sampled_as_juvenile","twin","twin_sub","FF",2017-06-24,2017-08-01,"no_adoption","mum_alive",-0.22,NA,NA,NA,NA,NA,NA,NA,1,7,"dry"
"I823","B9157",2017-07-09,"intest_biomes","twins","I","F",2017-01-13,177,"sampled_as_juvenile","twin","twin_sub","FF",2017-06-25,NA,"no_adoption","mum_alive",0.67,NA,NA,NA,NA,NA,NA,NA,2,7,"dry"
"I824","B9161",2017-07-09,"intest_biomes","twins","I","F",2017-01-13,177,"sampled_as_juvenile","twin","twin_dom","FF",2017-06-25,NA,"no_adoption","mum_alive",0.67,NA,NA,NA,NA,NA,NA,NA,2,7,"dry"
"I814","B9185",2017-07-13,"intest_biomes","twins","I","F",2017-01-09,185,"sampled_as_juvenile","twin","twin_dom","FF",2017-06-24,2017-08-01,"no_adoption","mum_alive",-0.22,NA,NA,NA,NA,NA,NA,NA,2,7,"dry"
"M887","B9221",2017-07-15,"intest_biomes","twins","M","M",2017-04-03,103,"sampled_as_juvenile","twin","twin_dom","mixed",2017-08-12,NA,"no_adoption","mum_alive",0.33,NA,NA,NA,NA,NA,NA,NA,2,7,"dry"
"P772","B9444",2017-09-14,"intest_biomes","social_dyn","P","F",2015-06-30,807,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,2,9,"dry"
"P857","B9482",2017-09-21,"intest_biomes","twins","P","F",2017-05-29,115,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.21,NA,NA,NA,NA,NA,NA,NA,2,9,"dry"
"P854","B9474",2017-09-21,"intest_biomes","twins","P","M",2017-05-29,115,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.21,NA,NA,NA,NA,NA,NA,NA,2,9,"dry"
"I694","B9730",2017-11-17,"intest_biomes","social_dyn","I","F",2013-09-24,1515,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,2,11,"wet"
"P438","B9813",2017-11-26,"intest_biomes","extreme_ranks","P","F",2004-06-03,4924,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,NA,2,11,"wet"
"M791","B9823",2017-11-28,"intest_biomes","social_dyn_extreme_ranks","M","F",2013-11-17,1472,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,1,11,"wet"
"I605","B9837",2017-11-29,"intest_biomes","extreme_ranks","I","F",2011-03-04,2462,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,2,11,"wet"
"I680","B9758",2017-11-29,"intest_biomes","extreme_ranks","I","F",2013-06-21,1622,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,2,11,"wet"
"M744","B9861",2017-12-01,"intest_biomes","extreme_ranks","M","F",2012-06-20,1990,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,NA,1,12,"wet"
"M633","B9915",2017-12-09,"intest_biomes","social_dyn","M","F",2009-04-14,3161,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12,"wet"
"M887","B9996",2017-12-27,"intest_biomes","twins","M","M",2017-04-03,268,"sampled_as_juvenile","twin","twin_dom","mixed",2017-08-12,NA,"no_adoption","mum_alive",0.33,NA,NA,NA,NA,NA,NA,NA,1,12,"wet"
"P450","C52",2018-01-05,"intest_biomes","extreme_ranks","P","F",2005-04-19,4644,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,2,1,"wet"
"P518","C47",2018-01-05,"intest_biomes","extreme_ranks","P","F",2007-08-03,3808,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,"wet"
"M903","C129",2018-03-01,"intest_biomes","twins","M","M",2017-08-21,192,"sampled_as_juvenile","twin","twin_dom","MM",NA,NA,"no_adoption","mum_alive",-0.68,NA,NA,NA,NA,NA,NA,NA,3,3,"wet"
