"","hyena_ID","date_sampling","sample_ID.x","module","sub_module","clan","sex","birthdate","age_sampling","age_sampling_cat","litter_size","twin_status","sex_comp","date_reversal1","date_reversal2","type_adoption","genetic_mum_alive","social_rank_genetic_mum","surrogate_mum1_alive","social_rank_surrogate_mum1","surrogate_mum2_alive","social_rank_surrogate_mum2","date_adoption","social_rank_hyena_ID","prey_level","prey_level_imputed","sampling_month","season","total_parasite_load","Ancylostoma_egg_load","Ancylostoma_rich","Cystoisospora_oocyst_load","Cystoisospora_rich","Spirometra_egg_load","Spirometra_rich","Dipylidium_egg_load","Dipylidium_rich..includes.proglotids.visualization.info.","Trichuris_egg_load","Trichuris_rich","Taeniidae_egg_load","Taeniidae_rich","Spirurida_egg_load","Spirurida_rich","Mesocestoides_egg_load","Mesocestoides_rich","other_unidentified_taxa","other_rich","total_parasite_rich","total_parasite_rich_without_other","mucin","IgA","IgG","fGCM","lysozyme","lysozyme_detection","neopterin","neopterin_CV","extract_prepared_neopterin","date_neopterin","time_of_storage_neopterin","sample_ID.y","cortisol","ID_sib","genetic_mum","surrogate_mum"
"55","I694","2014-03-22","B4988","intest_biomes","social_dyn","I","F","2013-09-24",179,"sampled_as_juvenile","twin","twin_sub","FF","2014-03-11","2017-02-20","no_adoption","mum_alive",-0.17,NA,NA,NA,NA,NA,NA,1,1,3,"wet",6275,325,1,100,1,5775,1,25,1,0,0,0,0,0,0,50,1,0,0,5,5,101.3068489,828222.9409,4222.337565,34.455,0,0,6.051,"< 5%","16-Apr-2020","9-Feb-2021",299,"ES1903",34.46,"I695","I434","I434"
"56","I694","2017-11-17","B9730","intest_biomes","social_dyn","I","F","2013-09-24",1515,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,2,11,"wet",6200,25,1,25,1,6150,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,78.19184516,35929.68892,113.8343668,50.44,0,0,3.519,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2803",50.44,"I695","I434","I434"
"57","I704","2014-07-12","B5080","intest_biomes","twins","I","M","2014-02-05",157,"sampled_as_juvenile","twin","twin_sub","MM",NA,NA,"no_adoption","mum_alive",-0.23,NA,NA,NA,NA,NA,NA,1,1,7,"dry",225,200,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,139.7008673,1068589.459,1981.085784,23.355,0,0,7.319,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES1930",23.36,"I707","I497","I497"
"58","I705","2015-01-30","B6437","intest_biomes","social_dyn","I","F","2014-05-01",274,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.38,NA,NA,NA,NA,NA,NA,1,1,1,"wet",1250,725,1,0,0,475,1,0,0,0,0,0,0,0,0,50,1,0,0,3,3,84.86594427,351739.1197,6985.393774,26.77,0,0,6.502,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2029",26.77,NA,"I545","I545"
"59","I707","2014-07-12","B5084","intest_biomes","twins","I","M","2014-02-05",157,"sampled_as_juvenile","twin","twin_dom","MM",NA,NA,"no_adoption","mum_alive",-0.23,NA,NA,NA,NA,NA,NA,1,1,7,"dry",400,275,1,25,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,3,3,75.55300548,277866.8749,777.1806026,27.935,0,0,13.89,"< 5%","4-Nov-2020","9-Feb-2021",97,"ES1931",27.94,"I704","I497","I497"
"60","I711","2014-06-12","B5035","intest_biomes","twins","I","F","2014-02-09",123,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.8,NA,NA,NA,NA,NA,NA,1,1,6,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.64816643,1176521.249,25103.42584,36.045,0,0,3.652,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES1918",36.05,"I712","I491","I491"
"61","I712","2014-06-10","B5039","intest_biomes","twins","I","F","2014-02-09",121,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",-0.8,NA,NA,NA,NA,NA,NA,1,1,6,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I711","I491","I491"
"62","I723","2015-01-02","B6279","intest_biomes","social_dyn","I","F","2014-04-12",265,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.59,NA,NA,NA,NA,NA,NA,1,1,1,"wet",5200,600,1,25,1,4525,1,25,1,0,0,0,0,0,0,25,1,0,0,5,5,55.75223648,968972.8067,97335.63027,31.26,0,0,13.37,"5 - 10%","8-Feb-2021","9-Feb-2021",1,"ES2011",31.26,NA,"I453","I453"
"63","I723","2017-02-19","B8929","intest_biomes","social_dyn_extreme_ranks","I","F","2014-04-12",1044,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,2,2,"wet",18525,50,1,0,0,18475,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,38.12450926,95650.63204,527.3096624,44.619,0,0,3.183,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES2607",44.62,NA,"I453","I453"
"64","I759","2015-11-13","B7274","intest_biomes","twins","I","M","2015-07-04",132,"sampled_as_juvenile","twin","twin_sub","MM",NA,NA,"no_adoption","mum_alive",0.83,NA,NA,NA,NA,NA,NA,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I758","I619","I619"
"65","I814","2017-07-13","B9185","intest_biomes","twins","I","F","2017-01-09",185,"sampled_as_juvenile","twin","twin_dom","FF","2017-06-24","2017-08-01","no_adoption","mum_alive",-0.22,NA,NA,NA,NA,NA,NA,NA,2,7,"dry",84800,4350,1,100,1,78650,1,0,0,25,1,0,0,1500,1,175,1,0,0,6,6,281.940784,441519.0308,15589.61344,42.167,0,0,7.701,"< 5%","22-Jan-2021","28-Jan-2021",6,"ES2673",42.17,"I815","I434","I434"
"66","I815","2017-07-05","B9123","intest_biomes","twins","I","F","2017-01-09",177,"sampled_as_juvenile","twin","twin_sub","FF","2017-06-24","2017-08-01","no_adoption","mum_alive",-0.22,NA,NA,NA,NA,NA,NA,NA,1,7,"dry",23025,1650,1,125,1,21250,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,215.561911,215771.6038,320.4577865,69.51,2.605024,1,9.473,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2653",69.51,"I814","I434","I434"
"67","I823","2017-05-22","B9034","intest_biomes","twins","I","F","2017-01-13",129,"sampled_as_juvenile","twin","twin_sub","FF","2017-06-25",NA,"no_adoption","mum_alive",0.61,NA,NA,NA,NA,NA,NA,NA,2,5,"dry",17675,4000,1,50,1,13625,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,142.1745853,593742.8774,356.2118751,NA,0,0,5.216,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2613",NA,"I824","I574","I574"
"68","I823","2017-07-09","B9157","intest_biomes","twins","I","F","2017-01-13",177,"sampled_as_juvenile","twin","twin_sub","FF","2017-06-25",NA,"no_adoption","mum_alive",0.67,NA,NA,NA,NA,NA,NA,NA,2,7,"dry",39825,4175,1,10325,1,25200,1,0,0,0,0,0,0,0,0,125,1,0,0,4,4,193.5064905,463918.9436,186.1263788,91.847,1.248,1,9.885,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2668",91.85,"I824","I574","I574"
"69","I824","2017-03-28","B9030","intest_biomes","twins","I","F","2017-01-13",74,"sampled_as_juvenile","twin","twin_dom","FF","2017-06-25",NA,"no_adoption","mum_alive",0.58,NA,NA,NA,NA,NA,NA,NA,1,3,"wet",4625,4600,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,117.6749794,610911.4058,16.92555934,30.866,0,0,15.88,"5 - 10%","16-Apr-2020","17-Dec-2020",245,"ES2612",30.87,"I823","I574","I574"
"70","I824","2017-07-09","B9161","intest_biomes","twins","I","F","2017-01-13",177,"sampled_as_juvenile","twin","twin_dom","FF","2017-06-25",NA,"no_adoption","mum_alive",0.67,NA,NA,NA,NA,NA,NA,NA,2,7,"dry",150,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,97.36186395,415295.6786,2134.816896,52.27,NA,NA,3.925,"< 5%","18-Mar-2021","23-Mar-2021",5,"ES2669",52.27,"I823","I574","I574"
"71","M148","2006-01-31","X5461","intest_biomes","adoptions","M","F","1990-05-19",5736,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,2,2,1,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87386163,93579.64619,2.07046244,63.24,0,0,30.92,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES706",63.24,NA,"M025","M025"
"72","M297","2008-09-01","X7127","intest_biomes","adoptions","M","F","1997-03-08",4195,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.70892959,168444.3005,164.2640767,48.673,0,0,2.225,"5 - 10%","24-Feb-2020","27-Jan-2021",338,"ES991",48.67,"M298","M147","M147"
"73","M326","2009-01-30","X7622","intest_biomes","adoptions","M","F","1998-03-01",3988,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,1,1,1,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.88388764,253331.9583,7.19107428,20.288,0,0,1.108,"< 5%","8-Feb-2021","9-Feb-2021",1,"ES1076",20.29,NA,"M029","M029"
"74","M326","2010-11-02","B1162","intest_biomes","adoptions","M","F","1998-03-01",4629,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,2,2,11,"wet",175,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77.73640743,1150.453878,0,15.23,0,0,6.335,"< 5%","24-Oct-2017","30-Sep-2020",1072,"ES1451",15.23,NA,"M029","M029"
"75","M410","2009-02-27","X7935","intest_biomes","social_dyn_extreme_ranks","M","F","2000-09-01",3101,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.60365325,284951.2627,18.30545145,55.328,0,0,12.74,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES1095",55.33,NA,"M135","M135"
"76","M421","2009-06-11","X8286","intest_biomes","adoptions","M","F","2001-07-26",2877,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,3,3,6,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.73775696,28312.2487,47.23657021,58.884,0,0,5.559,"5 - 10%","24-Feb-2020","27-Jan-2021",338,"ES1125",58.88,NA,"M269","M269"
"77","M438","2008-08-19","X7063","intest_biomes","adoptions","M","F","2002-01-30",2393,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,2,2,8,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53865904,49064.33895,3.725239965,47.02,0,0,1.724,"5 - 10%","22-Jan-2021","27-Jan-2021",5,"ES976",47.02,"M433","M095","M095+M103"
"78","M477","2007-11-14","X6621","intest_biomes","adoptions","M","F","2003-07-26",1572,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26269166,96000.35585,87.57961643,55,0,NA,4.19,"5 - 10%","24-Feb-2020","27-Jan-2021",338,"ES885",55,NA,"M269","M269"
"79","M491","2005-12-28","X4350","intest_biomes","adoptions","M","M","2004-01-04",724,"sampled_as_juvenile",NA,NA,"MM",NA,NA,"adoption","mum_dead",NA,"surrogate_mum1_alive",-0.93,NA,NA,"2004-02-16",NA,3,3,12,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.348751,244794.3422,437.9671652,20.635,0,0,15.07,"< 5%","8-Feb-2021","9-Feb-2021",1,"ES673",20.64,"M483","M103","M148"
"80","M532","2006-02-06","X5506","intest_biomes","social_dyn","M","F","2005-08-31",159,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.43,NA,NA,NA,NA,NA,NA,2,2,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.93863469,365227.6063,5333.585636,26.566,0,0,10.51,"< 5%","16-Apr-2020","22-Mar-2021",340,"ES713",26.57,"M531","M393","M393"
"81","M532","2015-06-03","B6728","intest_biomes","social_dyn","M","F","2005-08-31",3563,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,1,6,"dry",17925,100,1,300,1,17475,1,0,0,50,1,0,0,0,0,0,0,0,0,4,4,93.01511782,159931.6528,33.56395008,89.941,0,0,2.646,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2110",89.94,"M531","M393","M393"
"82","M550","2007-09-15","X6423","intest_biomes","social_dyn_twins","M","F","2006-06-14",458,"sampled_as_juvenile","twin","twin_dom","mixed","2007-02-21",NA,"no_adoption","mum_alive",-0.5,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.12843267,40006.34771,524.6805846,48.965,0,0,1.007,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES834",48.97,"M551","M344","M344"
"83","M551","2007-09-15","X6425","intest_biomes","twins","M","M","2006-06-14",458,"sampled_as_juvenile","twin","twin_sub","mixed","2007-02-21",NA,"no_adoption","mum_alive",-0.5,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.77649082,68080.94518,481.1549472,27.779,0,0,6.333,"< 5%","16-Apr-2020","23-Mar-2021",341,"ES835",27.78,"M550","M344","M344"
"84","M565","2016-09-09","B8154","intest_biomes","extreme_ranks","M","F","2006-10-14",3618,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,9,"dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27038883,353226.11,22.97398187,13.455,0,0,6.148,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES2418",13.46,NA,"M332","M332"
"85","M567","2007-09-11","X6415","intest_biomes","twins","M","M","2007-03-15",180,"sampled_as_juvenile","twin","twin_sub","mixed","2007-10-18",NA,"no_adoption","mum_alive",-0.72,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.9496811,589694.0918,569.7998245,21.19,0,0,1.086,"< 5%","3-Nov-2020","16-Dec-2020",43,"ES832",21.19,"M566","M297","M297"
"86","M567","2007-11-26","X6689","intest_biomes","twins","M","M","2007-03-15",256,"sampled_as_juvenile","twin","twin_sub","mixed","2007-10-18",NA,"no_adoption","mum_alive",-0.76,NA,NA,NA,NA,NA,NA,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.16896083,48485.81053,180.3638637,24.696,0,0,3.837,"< 5%","3-Nov-2020","16-Dec-2020",43,"ES894",24.7,"M566","M297","M297"
"87","M577","2007-11-25","X6674","intest_biomes",NA,"M","M","2007-06-19",159,"sampled_as_juvenile","twin","twin_sub","mixed","2007-11-16",NA,"no_adoption","mum_alive",0.82,NA,NA,NA,NA,NA,NA,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.2694486,3553732.734,1525.790986,888.571,0,NA,6.815,"< 5%","24-Feb-2020","23-Mar-2021",393,"ES890",888.57,"M576","M499","M499"
"88","M581","2008-01-31","X6824","intest_biomes","social_dyn","M","F","2007-08-29",155,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.38,NA,NA,NA,NA,NA,NA,1,1,1,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.6863492,3575288.623,800.05232,46.752,0,0,3.815,"< 5%","16-Apr-2020","22-Mar-2021",340,"ES908",46.75,NA,"M418","M418"
"89","M581","2010-07-26","B610","intest_biomes","social_dyn","M","F","2007-08-29",1062,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,7,"dry",25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.30948684,207538.3274,22.96005699,23.317,0,0,1.339,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES1385",23.32,NA,"M418","M418"
"90","M583","2007-11-26","X6685","intest_biomes","adoptions","M","M","2007-09-04",83,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"adoption","mum_alive",0.94,"surrogate_mum1_alive",0.88,NA,NA,"2007-09-15",NA,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.2846023,2647529.395,1336.080731,187.154,2.313488,1,32.328,"< 5%","3-Nov-2020","22-Mar-2021",139,"ES893",187.15,NA,"M477","M421"
"91","M583","2008-02-19","X6889","intest_biomes","adoptions","M","M","2007-09-04",168,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"adoption","mum_alive",0.94,"surrogate_mum1_alive",0.88,NA,NA,"2007-09-15",NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.6879447,2533975.725,3290.34162,78.186,0,0,8.95,"5 - 10%","3-Nov-2020","23-Mar-2021",140,"ES924",78.19,NA,"M477","M421"
"92","M584","2008-02-20","X6894","intest_biomes","adoptions","M","M","2007-09-06",167,"sampled_as_juvenile","triplet",NA,"MM",NA,NA,"no_adoption","mum_alive",0.88,NA,NA,NA,NA,NA,NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.0469367,250197.2874,904.9067308,42.32,0,NA,18.42,"5 - 10%","24-Feb-2020","9-Feb-2021",351,"ES925",42.32,"M585","M421","M421"
"93","M592","2008-07-01","X6988","intest_biomes","twins","M","M","2007-12-10",204,"sampled_as_juvenile","twin","twin_sub","MM","2008-05-27","2008-07-01","no_adoption","mum_alive",0.61,NA,NA,NA,NA,NA,NA,2,2,7,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.0750603,454835.899,2714.836615,36.16,2147.8691,1,13.825,"< 5%","16-Apr-2020","23-Mar-2021",341,"ES950",36.16,"M593","M436","M436"
"94","M593","2008-07-01","X6992","intest_biomes","twins","M","M","2007-12-10",204,"sampled_as_juvenile","twin","twin_dom","MM","2008-05-27","2008-07-01","no_adoption","mum_alive",0.61,NA,NA,NA,NA,NA,NA,2,2,7,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.965403,4698152.141,3098.006629,60.525,136.60424,1,11.73,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES951",60.52,"M592","M436","M436"
"95","M595","2008-11-12","X7456","intest_biomes","adoptions","M","F","2008-06-02",163,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",-0.5,NA,NA,NA,NA,NA,NA,3,3,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.51198937,131914.9946,1300.305928,44.128,0,0,4.27,"< 5%","24-Feb-2020","15-Dec-2020",295,"ES1025",44.13,NA,"M517","M517"
"96","M597","2008-10-03","X7442","intest_biomes","adoptions","M","F","2008-06-24",101,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.83,NA,NA,NA,NA,NA,NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.46286744,1994206.168,737.0866528,95.415,0,0,6.404,"< 5%","24-Feb-2020","22-Mar-2021",392,"ES1022",95.42,"M598","M522","M522"
"97","M597","2009-05-16","X8089","intest_biomes","adoptions","M","F","2008-06-24",326,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.78,NA,NA,NA,NA,NA,NA,3,3,5,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.06972526,374874.7016,1179.794567,33.223,0,0,15.816,"< 5%","24-Feb-2020","22-Mar-2021",392,"ES1108",33.22,"M598","M522","M522"
"98","M600","2009-01-08","X7579","intest_biomes","adoptions","M","F","2008-06-18",204,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.11,NA,NA,NA,NA,NA,NA,1,1,1,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.7151999,388884.3418,14.44878384,46.208,5.146869,1,8.822,"5 - 10%","24-Feb-2020","22-Mar-2021",392,"ES1064",46.21,"M601","M438","M438"
"99","M604","2008-11-14","X7466","intest_biomes","adoptions","M","F","2008-08-09",97,"sampled_as_juvenile","twin","twin_sub","FF","2008-10-10",NA,"adoption","mum_alive",-0.72,"surrogate_mum1_alive",-0.56,NA,NA,"2008-12-16",NA,3,3,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M605","M297","M326"
"100","M604","2009-03-03","X7999","intest_biomes","adoptions_twins","M","F","2008-08-09",206,"sampled_as_juvenile","twin","twin_sub","FF","2008-10-10",NA,"adoption","mum_alive",-0.67,"surrogate_mum1_alive",-0.56,NA,NA,"2008-12-16",NA,1,1,3,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.6341415,8519217.47,2881.76266,98.317,0,0,10.1,"< 5%","8-Feb-2021","9-Feb-2021",1,"ES1098",98.32,"M605","M297","M326"
"101","M604","2010-11-16","B1287","intest_biomes","adoptions","M","F","2008-08-09",829,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,2,2,11,"wet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3701648,286656.7594,952.7651384,19.615,0,0,5.444,"< 5%","7-Oct-2017","30-Sep-2020",1089,"ES1477",19.62,"M605","M297","M326"
"102","M605","2008-10-03","X7448","intest_biomes","adoptions_twins","M","F","2008-08-09",55,"sampled_as_juvenile","twin","twin_dom","FF","2008-10-10",NA,"adoption","mum_alive",-0.77,"surrogate_mum1_alive",-0.6,NA,NA,"2008-12-16",NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6240404,4356111.169,35866.93778,172.06,0,0,14.05,"< 5%","24-Feb-2020","9-Feb-2021",351,"ES1023",172.06,"M604","M297","M326"
"103","M605","2009-01-08","X7573","intest_biomes","adoptions_twins","M","F","2008-08-09",152,"sampled_as_juvenile","twin","twin_dom","FF","2008-10-10",NA,"adoption","mum_alive",-0.67,"surrogate_mum1_alive",-0.56,NA,NA,"2008-12-16",NA,1,1,1,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.3372008,3780555.375,185.9466601,217.939,1.386957,1,39.78,"5 - 10%","8-Feb-2021","9-Feb-2021",1,"ES1062",217.94,"M604","M297","M326"
"104","M608","2009-02-27","X7933","intest_biomes","adoptions","M","F","2008-08-28",183,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.28,NA,NA,NA,NA,NA,NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.9020892,5141858.333,4038.331683,59.405,0,0,9.654,"5 - 10%","24-Feb-2020","15-Dec-2020",295,"ES1096",72.1,"M609","M447","M447"
"105","M615","2009-02-04","X7637","intest_biomes","twins","M","F","2008-10-17",110,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.17,NA,NA,NA,NA,NA,NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.2833173,2000986.556,506.4238226,1065,26.431751,1,18.062,"< 5%","16-Apr-2020","23-Mar-2021",341,"ES1080",1065,"M617","M344","M344"
"106","M617","2009-02-04","X7642","intest_biomes","twins","M","M","2008-10-17",110,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.17,NA,NA,NA,NA,NA,NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.1170021,4051437.499,4844.262219,50.77,9.6280094,1,9.21,"5 - 10%","3-Nov-2020","16-Dec-2020",43,"ES1081",50.77,"M615","M344","M344"
"107","M633","2010-11-25","B1430","intest_biomes","social_dyn","M","F","2009-04-14",590,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",1,NA,NA,NA,NA,NA,NA,3,3,11,"wet",450,0,0,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48.34990331,56723.15271,295.633601,11.79,0,0,2.797,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1484",11.79,"M632","M418","M418"
