hyena_ID,date_sampling,sample_ID.x,module,sub_module,clan,sex,birthdate,age_sampling,age_sampling_cat,litter_size,twin_status,sex_comp,date_reversal1,date_reversal2,type_adoption,genetic_mum_alive,social_rank_genetic_mum,surrogate_mum1_alive,social_rank_surrogate_mum1,surrogate_mum2_alive,social_rank_surrogate_mum2,date_adoption,social_rank_hyena_ID,prey_level,prey_level_imputed,sampling_month,season,total_parasite_load,Ancylostoma_egg_load,Ancylostoma_rich,Cystoisospora_oocyst_load,Cystoisospora_rich,Spirometra_egg_load,Spirometra_rich,Dipylidium_egg_load,Dipylidium_rich..includes.proglotids.visualization.info.,Trichuris_egg_load,Trichuris_rich,Taeniidae_egg_load,Taeniidae_rich,Spirurida_egg_load,Spirurida_rich,Mesocestoides_egg_load,Mesocestoides_rich,other_unidentified_taxa,other_rich,total_parasite_rich,total_parasite_rich_without_other,mucin,IgA,IgG,fGCM,lysozyme,lysozyme_detection,neopterin,neopterin_CV,extract_prepared_neopterin,date_neopterin,time_of_storage_neopterin,sample_ID.y,cortisol,AFR,LRS,age_death,Survival_Ad
I694,3/22/2014,B4988,intest_biomes,social_dyn,I,F,9/24/2013,179,sampled_as_juvenile,twin,twin_sub,FF,03.11.2014,2/20/2017,no_adoption,mum_alive,-0.17,NA,NA,NA,NA,NA,NA,1,1,3,wet,6275,325,1,100,1,5775,1,25,1,0,0,0,0,0,0,50,1,0,0,5,5,1.013.068.489,8.282.229.409,4.222.337.565,34.455,0,0,6.051,< 5%,16. Apr 20,09. Feb 21,299,ES1903,34.46,1314,0,NA,Yes
I694,11/17/2017,B9730,intest_biomes,social_dyn,I,F,9/24/2013,1515,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,2,11,wet,6200,25,1,25,1,6150,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.819.184.516,3.592.968.892,1.138.343.668,50.44,0,0,3.519,< 5%,16. Apr 20,17-Dec-20,245,ES2803,50.44,1314,0,NA,Yes
I704,07.12.2014,B5080,intest_biomes,twins,I,M,02.05.2014,157,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,-0.23,NA,NA,NA,NA,NA,NA,1,1,7,dry,225,200,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.397.008.673,1.068.589.459,1.981.085.784,23.355,0,0,7.319,< 5%,16. Apr 20,17-Dec-20,245,ES1930,23.36,NA,NA,NA,No
I705,1/30/2015,B6437,intest_biomes,social_dyn,I,F,05.01.2014,274,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.38,NA,NA,NA,NA,NA,NA,1,1,1,wet,1250,725,1,0,0,475,1,0,0,0,0,0,0,0,0,50,1,0,0,3,3,8.486.594.427,3.517.391.197,6.985.393.774,26.77,0,0,6.502,< 5%,16. Apr 20,17-Dec-20,245,ES2029,26.77,1204,0,2118,Yes
I707,07.12.2014,B5084,intest_biomes,twins,I,M,02.05.2014,157,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.23,NA,NA,NA,NA,NA,NA,1,1,7,dry,400,275,1,25,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,3,3,7.555.300.548,2.778.668.749,7.771.806.026,27.935,0,0,13.89,< 5%,04. Nov 20,09. Feb 21,97,ES1931,27.94,NA,NA,NA,Yes
I711,06.12.2014,B5035,intest_biomes,twins,I,F,02.09.2014,123,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.8,NA,NA,NA,NA,NA,NA,1,1,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.564.816.643,1.176.521.249,2.510.342.584,36.045,0,0,3.652,< 5%,16. Apr 20,17-Dec-20,245,ES1918,36.05,NA,NA,876,Yes
I712,06.10.2014,B5039,intest_biomes,twins,I,F,02.09.2014,121,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,-0.8,NA,NA,NA,NA,NA,NA,1,1,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,No
I723,01.02.2015,B6279,intest_biomes,social_dyn,I,F,04.12.2014,265,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.59,NA,NA,NA,NA,NA,NA,1,1,1,wet,5200,600,1,25,1,4525,1,25,1,0,0,0,0,0,0,25,1,0,0,5,5,5.575.223.648,9.689.728.067,9.733.563.027,31.26,0,0,13.37,5 - 10%,08. Feb 21,09. Feb 21,1,ES2011,31.26,1424,0,NA,Yes
I723,2/19/2017,B8929,intest_biomes,social_dyn_extreme_ranks,I,F,04.12.2014,1044,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,2,2,wet,18525,50,1,0,0,18475,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.812.450.926,9.565.063.204,5.273.096.624,44.619,0,0,3.183,< 5%,22. Jan 21,27. Jan 21,5,ES2607,44.62,1424,0,NA,Yes
I759,11/13/2015,B7274,intest_biomes,twins,I,M,07.04.2015,132,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,0.83,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
I814,7/13/2017,B9185,intest_biomes,twins,I,F,01.09.2017,185,sampled_as_juvenile,twin,twin_dom,FF,6/24/2017,08.01.2017,no_adoption,mum_alive,-0.22,NA,NA,NA,NA,NA,NA,NA,2,7,dry,84800,4350,1,100,1,78650,1,0,0,25,1,0,0,1500,1,175,1,0,0,6,6,281.940.784,4.415.190.308,1.558.961.344,42.167,0,0,7.701,< 5%,22. Jan 21,28. Jan 21,6,ES2673,42.17,NA,NA,359,No
I815,07.05.2017,B9123,intest_biomes,twins,I,F,01.09.2017,177,sampled_as_juvenile,twin,twin_sub,FF,6/24/2017,08.01.2017,no_adoption,mum_alive,-0.22,NA,NA,NA,NA,NA,NA,NA,1,7,dry,23025,1650,1,125,1,21250,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,215.561.911,2.157.716.038,3.204.577.865,69.51,2.605.024,1,9.473,< 5%,16. Apr 20,17-Dec-20,245,ES2653,69.51,NA,NA,NA,Yes
I823,5/22/2017,B9034,intest_biomes,twins,I,F,1/13/2017,129,sampled_as_juvenile,twin,twin_sub,FF,6/25/2017,NA,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,NA,2,5,dry,17675,4000,1,50,1,13625,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.421.745.853,5.937.428.774,3.562.118.751,NA,0,0,5.216,< 5%,16. Apr 20,17-Dec-20,245,ES2613,NA,NA,NA,NA,Yes
I823,07.09.2017,B9157,intest_biomes,twins,I,F,1/13/2017,177,sampled_as_juvenile,twin,twin_sub,FF,6/25/2017,NA,no_adoption,mum_alive,0.67,NA,NA,NA,NA,NA,NA,NA,2,7,dry,39825,4175,1,10325,1,25200,1,0,0,0,0,0,0,0,0,125,1,0,0,4,4,1.935.064.905,4.639.189.436,1.861.263.788,91.847,1.248,1,9.885,< 5%,16. Apr 20,17-Dec-20,245,ES2668,91.85,NA,NA,NA,Yes
I824,3/28/2017,B9030,intest_biomes,twins,I,F,1/13/2017,74,sampled_as_juvenile,twin,twin_dom,FF,6/25/2017,NA,no_adoption,mum_alive,0.58,NA,NA,NA,NA,NA,NA,NA,1,3,wet,4625,4600,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.176.749.794,6.109.114.058,1.692.555.934,30.866,0,0,15.88,5 - 10%,16. Apr 20,17-Dec-20,245,ES2612,30.87,NA,NA,NA,Yes
I824,07.09.2017,B9161,intest_biomes,twins,I,F,1/13/2017,177,sampled_as_juvenile,twin,twin_dom,FF,6/25/2017,NA,no_adoption,mum_alive,0.67,NA,NA,NA,NA,NA,NA,NA,2,7,dry,150,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.736.186.395,4.152.956.786,2.134.816.896,52.27,NA,NA,3.925,< 5%,18-Mar-21,23-Mar-21,5,ES2669,52.27,NA,NA,NA,Yes
M148,1/31/2006,X5461,intest_biomes,adoptions,M,F,5/19/1990,5736,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,2,2,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.187.386.163,9.357.964.619,207.046.244,63.24,0,0,30.92,< 5%,24. Feb 20,16-Dec-20,296,ES706,63.24,2446,2,6364,Yes
M297,09.01.2008,X7127,intest_biomes,adoptions,M,F,03.08.1997,4195,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.570.892.959,1.684.443.005,1.642.640.767,48.673,0,0,2.225,5 - 10%,24. Feb 20,27. Jan 21,338,ES991,48.67,1570,2,5115,Yes
M326,1/30/2009,X7622,intest_biomes,adoptions,M,F,03.01.1998,3988,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.188.388.764,2.533.319.583,719.107.428,20.288,0,0,1.108,< 5%,08. Feb 21,09. Feb 21,1,ES1076,20.29,2372,0,5867,Yes
M326,11.02.2010,B1162,intest_biomes,adoptions,M,F,03.01.1998,4629,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,2,2,11,wet,175,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.773.640.743,1.150.453.878,0,15.23,0,0,6.335,< 5%,24-Oct-17,30. Sep 20,1072,ES1451,15.23,2372,0,5867,Yes
M410,2/27/2009,X7935,intest_biomes,social_dyn_extreme_ranks,M,F,09.01.2000,3101,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160.365.325,2.849.512.627,1.830.545.145,55.328,0,0,Dez 74,< 5%,22. Jan 21,27. Jan 21,5,ES1095,55.33,2008,4,6013,Yes
M421,06.11.2009,X8286,intest_biomes,adoptions,M,F,7/26/2001,2877,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,3,3,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.473.775.696,283.122.487,4.723.657.021,58.884,0,0,5.559,5 - 10%,24. Feb 20,27. Jan 21,338,ES1125,58.88,1095,2,3621,Yes
M438,8/19/2008,X7063,intest_biomes,adoptions,M,F,1/30/2002,2393,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,2,2,8,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.053.865.904,4.906.433.895,3.725.239.965,47.02,0,0,1.724,5 - 10%,22. Jan 21,27. Jan 21,5,ES976,47.02,1716,2,4718,Yes
M477,11/14/2007,X6621,intest_biomes,adoptions,M,F,7/26/2003,1572,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.026.269.166,9.600.035.585,8.757.961.643,55,0,NA,Apr 19,5 - 10%,24. Feb 20,27. Jan 21,338,ES885,55,1204,1,2276,Yes
M491,12/28/2005,X4350,intest_biomes,adoptions,M,M,01.04.2004,724,sampled_as_juvenile,NA,NA,MM,NA,NA,adoption,mum_dead,NA,surrogate_mum1_alive,-0.93,NA,NA,2/16/2004,NA,3,3,12,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.348.751,2.447.943.422,4.379.671.652,20.635,0,0,15. Jul,< 5%,08. Feb 21,09. Feb 21,1,ES673,20.64,NA,NA,NA,Yes
M532,02.06.2006,X5506,intest_biomes,social_dyn,M,F,8/31/2005,159,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.43,NA,NA,NA,NA,NA,NA,2,2,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.493.863.469,3.652.276.063,5.333.585.636,26.566,0,0,Okt 51,< 5%,16. Apr 20,22-Mar-21,340,ES713,26.57,1058,2,4123,Yes
M532,06.03.2015,B6728,intest_biomes,social_dyn,M,F,8/31/2005,3563,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,1,6,dry,17925,100,1,300,1,17475,1,0,0,50,1,0,0,0,0,0,0,0,0,4,4,9.301.511.782,1.599.316.528,3.356.395.008,89.941,0,0,2.646,< 5%,16. Apr 20,17-Dec-20,245,ES2110,89.94,1058,2,4123,Yes
M550,9/15/2007,X6423,intest_biomes,social_dyn_twins,M,F,6/14/2006,458,sampled_as_juvenile,twin,twin_dom,mixed,2/21/2007,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.912.843.267,4.000.634.771,5.246.805.846,48.965,0,0,1.007,< 5%,16. Apr 20,16-Dec-20,244,ES834,48.97,1716,3,4434,Yes
M551,9/15/2007,X6425,intest_biomes,twins,M,M,6/14/2006,458,sampled_as_juvenile,twin,twin_sub,mixed,2/21/2007,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.077.649.082,6.808.094.518,4.811.549.472,27.779,0,0,6.333,< 5%,16. Apr 20,23-Mar-21,341,ES835,27.78,NA,NA,NA,Yes
M565,09.09.2016,B8154,intest_biomes,extreme_ranks,M,F,10/14/2006,3618,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,9,dry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027.038.883,353226.11,2.297.398.187,13.455,0,0,6.148,< 5%,22. Jan 21,27. Jan 21,5,ES2418,13.46,1278,1,NA,Yes
M567,09.11.2007,X6415,intest_biomes,twins,M,M,3/15/2007,180,sampled_as_juvenile,twin,twin_sub,mixed,10/18/2007,NA,no_adoption,mum_alive,-0.72,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.249.496.811,5.896.940.918,5.697.998.245,21.19,0,0,1.086,< 5%,03. Nov 20,16-Dec-20,43,ES832,21.19,NA,NA,NA,Yes
M567,11/26/2007,X6689,intest_biomes,twins,M,M,3/15/2007,256,sampled_as_juvenile,twin,twin_sub,mixed,10/18/2007,NA,no_adoption,mum_alive,-0.76,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.316.896.083,4.848.581.053,1.803.638.637,24.696,0,0,3.837,< 5%,03. Nov 20,16-Dec-20,43,ES894,24. Jul,NA,NA,NA,Yes
M581,1/31/2008,X6824,intest_biomes,social_dyn,M,F,8/29/2007,155,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.38,NA,NA,NA,NA,NA,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.116.863.492,3.575.288.623,80.005.232,46.752,0,0,3.815,< 5%,16. Apr 20,22-Mar-21,340,ES908,46.75,1132,3,NA,Yes
M581,7/26/2010,B610,intest_biomes,social_dyn,M,F,8/29/2007,1062,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,7,dry,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.230.948.684,2.075.383.274,2.296.005.699,23.317,0,0,1.339,< 5%,22. Jan 21,27. Jan 21,5,ES1385,23.32,1132,3,NA,Yes
M583,11/26/2007,X6685,intest_biomes,adoptions,M,M,09.04.2007,83,sampled_as_juvenile,singlt,NA,NA,NA,NA,adoption,mum_alive,0.94,surrogate_mum1_alive,0.88,NA,NA,9/15/2007,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.472.846.023,2.647.529.395,1.336.080.731,187.154,2.313.488,1,32.328,< 5%,03. Nov 20,22-Mar-21,139,ES893,187.15,NA,NA,NA,Yes
M583,2/19/2008,X6889,intest_biomes,adoptions,M,M,09.04.2007,168,sampled_as_juvenile,singlt,NA,NA,NA,NA,adoption,mum_alive,0.94,surrogate_mum1_alive,0.88,NA,NA,9/15/2007,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486.879.447,2.533.975.725,329.034.162,78.186,0,0,Aug 95,5 - 10%,03. Nov 20,23-Mar-21,140,ES924,78.19,NA,NA,NA,Yes
M584,2/20/2008,X6894,intest_biomes,adoptions,M,M,09.06.2007,167,sampled_as_juvenile,triplet,NA,MM,NA,NA,no_adoption,mum_alive,0.88,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.140.469.367,2.501.972.874,9.049.067.308,42.32,0,NA,18.42,5 - 10%,24. Feb 20,09. Feb 21,351,ES925,42.32,NA,NA,NA,No
M592,07.01.2008,X6988,intest_biomes,twins,M,M,12.10.2007,204,sampled_as_juvenile,twin,twin_sub,MM,5/27/2008,07.01.2008,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.560.750.603,454.835.899,2.714.836.615,36.16,21.478.691,1,13.825,< 5%,16. Apr 20,23-Mar-21,341,ES950,36.16,NA,NA,NA,No
M593,07.01.2008,X6992,intest_biomes,twins,M,M,12.10.2007,204,sampled_as_juvenile,twin,twin_dom,MM,5/27/2008,07.01.2008,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.965.403,4.698.152.141,3.098.006.629,60.525,13.660.424,1,Nov 73,< 5%,16. Apr 20,16-Dec-20,244,ES951,60.52,NA,NA,NA,Yes
M595,11.12.2008,X7456,intest_biomes,adoptions,M,F,06.02.2008,163,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.451.198.937,1.319.149.946,1.300.305.928,44.128,0,0,Apr 27,< 5%,24. Feb 20,15-Dec-20,295,ES1025,44.13,NA,NA,181,No
M597,10.03.2008,X7442,intest_biomes,adoptions,M,F,6/24/2008,101,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.83,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.146.286.744,1.994.206.168,7.370.866.528,95.415,0,0,6.404,< 5%,24. Feb 20,22-Mar-21,392,ES1022,95.42,NA,NA,831,Yes
M597,5/16/2009,X8089,intest_biomes,adoptions,M,F,6/24/2008,326,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.78,NA,NA,NA,NA,NA,NA,3,3,5,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.806.972.526,3.748.747.016,1.179.794.567,33.223,0,0,15.816,< 5%,24. Feb 20,22-Mar-21,392,ES1108,33.22,NA,NA,831,Yes
M600,01.08.2009,X7579,intest_biomes,adoptions,M,F,6/18/2008,204,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.117.151.999,3.888.843.418,1.444.878.384,46.208,5.146.869,1,8.822,5 - 10%,24. Feb 20,22-Mar-21,392,ES1064,46.21,1350,0,3544,Yes
M604,11/14/2008,X7466,intest_biomes,adoptions,M,F,08.09.2008,97,sampled_as_juvenile,twin,twin_sub,FF,10.10.2008,NA,adoption,mum_alive,-0.72,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,0,3024,Yes
M604,03.03.2009,X7999,intest_biomes,adoptions_twins,M,F,08.09.2008,206,sampled_as_juvenile,twin,twin_sub,FF,10.10.2008,NA,adoption,mum_alive,-0.67,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,1,1,3,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.196.341.415,8519217.47,288.176.266,98.317,0,0,10. Jan,< 5%,08. Feb 21,09. Feb 21,1,ES1098,98.32,1424,0,3024,Yes
M604,11/16/2010,B1287,intest_biomes,adoptions,M,F,08.09.2008,829,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,2,2,11,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.701.648,2.866.567.594,9.527.651.384,19.615,0,0,5.444,< 5%,7-Oct-17,30. Sep 20,1089,ES1477,19.62,1424,0,3024,Yes
M605,10.03.2008,X7448,intest_biomes,adoptions_twins,M,F,08.09.2008,55,sampled_as_juvenile,twin,twin_dom,FF,10.10.2008,NA,adoption,mum_alive,-0.77,surrogate_mum1_alive,-0.6,NA,NA,12/16/2008,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.036.240.404,4.356.111.169,3.586.693.778,172.06,0,0,14. Mai,< 5%,24. Feb 20,09. Feb 21,351,ES1023,172.06,NA,NA,687,No
M605,01.08.2009,X7573,intest_biomes,adoptions_twins,M,F,08.09.2008,152,sampled_as_juvenile,twin,twin_dom,FF,10.10.2008,NA,adoption,mum_alive,-0.67,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543.372.008,3.780.555.375,1.859.466.601,217.939,1.386.957,1,39.78,5 - 10%,08. Feb 21,09. Feb 21,1,ES1062,217.94,NA,NA,687,No
M608,2/27/2009,X7933,intest_biomes,adoptions,M,F,8/28/2008,183,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.28,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429.020.892,5.141.858.333,4.038.331.683,59.405,0,0,9.654,5 - 10%,24. Feb 20,15-Dec-20,295,ES1096,72.1,NA,NA,680,No
M615,02.04.2009,X7637,intest_biomes,twins,M,F,10/17/2008,110,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.17,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.612.833.173,2.000.986.556,5.064.238.226,1065,26.431.751,1,18.062,< 5%,16. Apr 20,23-Mar-21,341,ES1080,1065,1204,0,2942,Yes
M617,02.04.2009,X7642,intest_biomes,twins,M,M,10/17/2008,110,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.17,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.021.170.021,4.051.437.499,4.844.262.219,50.77,96.280.094,1,Sep 21,5 - 10%,03. Nov 20,16-Dec-20,43,ES1081,50.77,NA,NA,NA,Yes
M633,11/25/2010,B1430,intest_biomes,social_dyn,M,F,4/14/2009,590,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,3,3,11,wet,450,0,0,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.834.990.331,5.672.315.271,295.633.601,Nov 79,0,0,2.797,< 5%,16. Apr 20,16-Dec-20,244,ES1484,Nov 79,949,3,NA,Yes
M633,12.09.2017,B9915,intest_biomes,social_dyn,M,F,4/14/2009,3161,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12,wet,125,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.672.817.181,2.547.920.158,1.232.949.583,168.218,0,0,3.463,< 5%,22. Jan 21,27. Jan 21,5,ES2815,168.22,949,3,NA,Yes
M636,11/15/2009,X8774,intest_biomes,twins,M,M,5/30/2009,169,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
